entity,code,year,solar_(twh_-_equivalent)
Mexico,MEX,1987,0.0
Mexico,MEX,1988,0.0
Mexico,MEX,1989,0.0
Mexico,MEX,1990,0.002957
Mexico,MEX,1991,0.005913972
Mexico,MEX,1992,0.008870971
Mexico,MEX,1993,0.011827944
Mexico,MEX,1994,0.014784943
Mexico,MEX,1995,0.014784943
Mexico,MEX,1996,0.017741943
Mexico,MEX,1997,0.017741943
Mexico,MEX,1998,0.020698916
Mexico,MEX,1999,0.020698916
Mexico,MEX,2000,0.020698916
Mexico,MEX,2001,0.023502305
Mexico,MEX,2002,0.023350665
Mexico,MEX,2003,0.023201
Mexico,MEX,2004,0.025934862
Mexico,MEX,2005,0.025770722
Mexico,MEX,2006,0.028454166
Mexico,MEX,2007,0.025448583
Mexico,MEX,2008,0.05339111
Mexico,MEX,2009,0.07540333
Mexico,MEX,2010,0.08604305
Mexico,MEX,2011,0.113104716
Mexico,MEX,2012,0.1891936
Mexico,MEX,2013,0.28889415
Mexico,MEX,2014,0.59871054
Mexico,MEX,2015,0.5445122
Mexico,MEX,2016,0.67535275
Mexico,MEX,2017,3.1576371
Mexico,MEX,2018,8.497309
Mexico,MEX,2019,26.265673
Mexico,MEX,2020,41.588917
Mexico,MEX,2021,52.84355
Mexico,MEX,2022,53.03444
Mexico,MEX,2023,70.50925
Middle Africa (EI),,1980,0.0
Middle Africa (EI),,1981,0.0
Middle Africa (EI),,1982,0.0
Middle Africa (EI),,1983,0.0
Middle Africa (EI),,1984,0.0
Middle Africa (EI),,1985,0.0
Middle Africa (EI),,1986,0.0
Middle Africa (EI),,1987,0.0
Middle Africa (EI),,1988,0.0
Middle Africa (EI),,1989,0.0
Middle Africa (EI),,1990,0.0
Middle Africa (EI),,1991,0.0
Middle Africa (EI),,1992,0.0
Middle Africa (EI),,1993,0.0
Middle Africa (EI),,1994,0.0
Middle Africa (EI),,1995,0.0
Middle Africa (EI),,1996,0.0
Middle Africa (EI),,1997,0.0
Middle Africa (EI),,1998,0.0
Middle Africa (EI),,1999,0.0
Middle Africa (EI),,2000,0.00042285
Middle Africa (EI),,2001,0.0008578333
Middle Africa (EI),,2002,0.00085229997
Middle Africa (EI),,2003,0.0007221306
Middle Africa (EI),,2004,0.0002881639
Middle Africa (EI),,2005,0.00069294724
Middle Africa (EI),,2006,0.0006885888
Middle Africa (EI),,2007,0.0012498082
Middle Africa (EI),,2008,0.0012420445
Middle Africa (EI),,2009,0.0023514638
Middle Africa (EI),,2010,0.004218889
Middle Africa (EI),,2011,0.009906333
Middle Africa (EI),,2012,0.012094666
Middle Africa (EI),,2013,0.016426083
Middle Africa (EI),,2014,0.026012748
Middle Africa (EI),,2015,0.033376668
Middle Africa (EI),,2016,0.048143886
Middle Africa (EI),,2017,0.06534805
Middle Africa (EI),,2018,0.12422222
Middle Africa (EI),,2019,0.1287961
Middle Africa (EI),,2020,0.13239111
Middle Africa (EI),,2021,0.13199055
Middle Africa (EI),,2022,1.2052921
Middle Africa (EI),,2023,1.5635667
Middle East (EI),,1971,0.0
Middle East (EI),,1972,0.0
Middle East (EI),,1973,0.0
Middle East (EI),,1974,0.0
Middle East (EI),,1975,0.0
Middle East (EI),,1976,0.0
Middle East (EI),,1977,0.0
Middle East (EI),,1978,0.0
Middle East (EI),,1979,0.0
Middle East (EI),,1980,0.0
Middle East (EI),,1981,0.0
Middle East (EI),,1982,0.0
Middle East (EI),,1983,0.0
Middle East (EI),,1984,0.0
Middle East (EI),,1985,0.0
Middle East (EI),,1986,0.0
Middle East (EI),,1987,0.0
Middle East (EI),,1988,0.0
Middle East (EI),,1989,0.0
Middle East (EI),,1990,0.0
Middle East (EI),,1991,0.0
Middle East (EI),,1992,0.0
Middle East (EI),,1993,0.0
Middle East (EI),,1994,0.0
Middle East (EI),,1995,0.0
Middle East (EI),,1996,0.0
Middle East (EI),,1997,0.0
Middle East (EI),,1998,0.0
Middle East (EI),,1999,0.0
Middle East (EI),,2000,0.0
Middle East (EI),,2001,0.0
Middle East (EI),,2002,0.0
Middle East (EI),,2003,0.0
Middle East (EI),,2004,0.0
Middle East (EI),,2005,0.0
Middle East (EI),,2006,0.00028454166
Middle East (EI),,2007,0.00028276112
Middle East (EI),,2008,0.0098605
Middle East (EI),,2009,0.09568667
Middle East (EI),,2010,0.27131692
Middle East (EI),,2011,0.6252906
Middle East (EI),,2012,1.1815181
Middle East (EI),,2013,1.8592011
Middle East (EI),,2014,3.5406513
Middle East (EI),,2015,4.9247246
Middle East (EI),,2016,7.618474
Middle East (EI),,2017,10.257539
Middle East (EI),,2018,15.622988
Middle East (EI),,2019,28.990555
Middle East (EI),,2020,37.956585
Middle East (EI),,2021,49.891018
Middle East (EI),,2022,61.86241
Middle East (EI),,2023,93.27524
Morocco,MAR,1971,0.0
Morocco,MAR,1972,0.0
Morocco,MAR,1973,0.0
Morocco,MAR,1974,0.0
Morocco,MAR,1975,0.0
Morocco,MAR,1976,0.0
Morocco,MAR,1977,0.0
Morocco,MAR,1978,0.0
Morocco,MAR,1979,0.0
Morocco,MAR,1980,0.0
Morocco,MAR,1981,0.0
Morocco,MAR,1982,0.0
Morocco,MAR,1983,0.0
Morocco,MAR,1984,0.0
Morocco,MAR,1985,0.0
Morocco,MAR,1986,0.0
Morocco,MAR,1987,0.0
Morocco,MAR,1988,0.0
Morocco,MAR,1989,0.0
Morocco,MAR,1990,0.0
Morocco,MAR,1991,0.0
Morocco,MAR,1992,0.0
Morocco,MAR,1993,0.0
Morocco,MAR,1994,0.0
Morocco,MAR,1995,0.0
Morocco,MAR,1996,0.0
Morocco,MAR,1997,0.0
Morocco,MAR,1998,0.0
Morocco,MAR,1999,0.0
Morocco,MAR,2000,0.0
Morocco,MAR,2001,0.0
Morocco,MAR,2002,0.00029483053
Morocco,MAR,2003,0.00029294167
Morocco,MAR,2004,0.000291075
Morocco,MAR,2005,0.00028923334
Morocco,MAR,2006,0.00028741386
Morocco,MAR,2007,0.00028561943
Morocco,MAR,2008,0.00028384445
Morocco,MAR,2009,0.00028209164
Morocco,MAR,2010,0.00028036113
Morocco,MAR,2011,0.0002786528
Morocco,MAR,2012,0.0002777111
Morocco,MAR,2013,0.00027529473
Morocco,MAR,2014,0.00027364638
Morocco,MAR,2015,0.015349944
Morocco,MAR,2016,1.0748305
Morocco,MAR,2017,1.1052338
Morocco,MAR,2018,2.513851
Morocco,MAR,2019,4.1686897
Morocco,MAR,2020,3.9915226
Morocco,MAR,2021,4.762892
Morocco,MAR,2022,3.774472
Morocco,MAR,2023,5.482814
Netherlands,NLD,1965,0.0
Netherlands,NLD,1966,0.0
Netherlands,NLD,1967,0.0
Netherlands,NLD,1968,0.0
Netherlands,NLD,1969,0.0
Netherlands,NLD,1970,0.0
Netherlands,NLD,1971,0.0
Netherlands,NLD,1972,0.0
Netherlands,NLD,1973,0.0
Netherlands,NLD,1974,0.0
Netherlands,NLD,1975,0.0
Netherlands,NLD,1976,0.0
Netherlands,NLD,1977,0.0
Netherlands,NLD,1978,0.0
Netherlands,NLD,1979,0.0
Netherlands,NLD,1980,0.0
Netherlands,NLD,1981,0.0
Netherlands,NLD,1982,0.0
Netherlands,NLD,1983,0.0
Netherlands,NLD,1984,0.0
Netherlands,NLD,1985,0.0
Netherlands,NLD,1986,0.0
Netherlands,NLD,1987,0.0
Netherlands,NLD,1988,0.0
Netherlands,NLD,1989,0.0
Netherlands,NLD,1990,0.0
Netherlands,NLD,1991,0.0
Netherlands,NLD,1992,0.002957
Netherlands,NLD,1993,0.002957
Netherlands,NLD,1994,2.957e-05
Netherlands,NLD,1995,0.002957
Netherlands,NLD,1996,0.005913972
Netherlands,NLD,1997,0.005913972
Netherlands,NLD,1998,0.010349472
Netherlands,NLD,1999,0.015583334
Netherlands,NLD,2000,0.022798387
Netherlands,NLD,2001,0.0383675
Netherlands,NLD,2002,0.049736943
Netherlands,NLD,2003,0.08914972
Netherlands,NLD,2004,0.095498055
Netherlands,NLD,2005,0.097925834
Netherlands,NLD,2006,0.10022361
Netherlands,NLD,2007,0.10098
Netherlands,NLD,2008,0.10928027
Netherlands,NLD,2009,0.12411917
Netherlands,NLD,2010,0.1649914
Netherlands,NLD,2011,0.27681446
Netherlands,NLD,2012,0.69577444
Netherlands,NLD,2013,1.406043
Netherlands,NLD,2014,2.125997
Netherlands,NLD,2015,2.9852138
Netherlands,NLD,2016,4.2881002
Netherlands,NLD,2017,5.8664045
Netherlands,NLD,2018,9.809806
Netherlands,NLD,2019,14.232684
Netherlands,NLD,2020,22.499453
Netherlands,NLD,2021,29.578583
Netherlands,NLD,2022,44.526688
Netherlands,NLD,2023,55.000298
New Zealand,NZL,1965,0.0
New Zealand,NZL,1966,0.0
New Zealand,NZL,1967,0.0
New Zealand,NZL,1968,0.0
New Zealand,NZL,1969,0.0
New Zealand,NZL,1970,0.0
New Zealand,NZL,1971,0.0
New Zealand,NZL,1972,0.0
New Zealand,NZL,1973,0.0
New Zealand,NZL,1974,0.0
New Zealand,NZL,1975,0.0
New Zealand,NZL,1976,0.0
New Zealand,NZL,1977,0.0
New Zealand,NZL,1978,0.0
New Zealand,NZL,1979,0.0
New Zealand,NZL,1980,0.0
New Zealand,NZL,1981,0.0
New Zealand,NZL,1982,0.0
New Zealand,NZL,1983,0.0
New Zealand,NZL,1984,0.0
New Zealand,NZL,1985,0.0
New Zealand,NZL,1986,0.0
New Zealand,NZL,1987,0.0
New Zealand,NZL,1988,0.0
New Zealand,NZL,1989,0.0
New Zealand,NZL,1990,0.0
New Zealand,NZL,1991,0.0
New Zealand,NZL,1992,0.0
New Zealand,NZL,1993,0.0
New Zealand,NZL,1994,0.0
New Zealand,NZL,1995,0.0
New Zealand,NZL,1996,0.0
New Zealand,NZL,1997,0.0
New Zealand,NZL,1998,0.0
New Zealand,NZL,1999,0.0
New Zealand,NZL,2000,0.0
New Zealand,NZL,2001,0.0
New Zealand,NZL,2002,0.0
New Zealand,NZL,2003,0.0
New Zealand,NZL,2004,0.0
New Zealand,NZL,2005,0.0
New Zealand,NZL,2006,0.0
New Zealand,NZL,2007,0.009630583
New Zealand,NZL,2008,0.009710471
New Zealand,NZL,2009,0.0100254435
New Zealand,NZL,2010,0.010626361
New Zealand,NZL,2011,0.011384611
New Zealand,NZL,2012,0.013224222
New Zealand,NZL,2013,0.018265639
New Zealand,NZL,2014,0.050924722
New Zealand,NZL,2015,0.099121384
New Zealand,NZL,2016,0.15192555
New Zealand,NZL,2017,0.20534694
New Zealand,NZL,2018,0.26675278
New Zealand,NZL,2019,0.33753416
New Zealand,NZL,2020,0.42334527
New Zealand,NZL,2021,0.5453797
New Zealand,NZL,2022,0.7321183
New Zealand,NZL,2023,0.97644913
Non-OECD (EI),,1965,0.0
Non-OECD (EI),,1966,0.0
Non-OECD (EI),,1967,0.0
Non-OECD (EI),,1968,0.0
Non-OECD (EI),,1969,0.0
Non-OECD (EI),,1970,0.0
Non-OECD (EI),,1971,0.0
Non-OECD (EI),,1972,0.0
Non-OECD (EI),,1973,0.0
Non-OECD (EI),,1974,0.0
Non-OECD (EI),,1975,0.0
Non-OECD (EI),,1976,0.0
Non-OECD (EI),,1977,0.0
Non-OECD (EI),,1978,0.0
Non-OECD (EI),,1979,0.0
Non-OECD (EI),,1980,0.0
Non-OECD (EI),,1981,0.0
Non-OECD (EI),,1982,0.0
Non-OECD (EI),,1983,0.0
Non-OECD (EI),,1984,0.0
Non-OECD (EI),,1985,0.0
Non-OECD (EI),,1986,0.0
Non-OECD (EI),,1987,0.0
Non-OECD (EI),,1988,0.0
Non-OECD (EI),,1989,0.0
Non-OECD (EI),,1990,0.0062096664
Non-OECD (EI),,1991,0.0062096664
Non-OECD (EI),,1992,0.009166666
Non-OECD (EI),,1993,0.011851611
Non-OECD (EI),,1994,0.014838167
Non-OECD (EI),,1995,0.023780417
Non-OECD (EI),,1996,0.04465222
Non-OECD (EI),,1997,0.050640278
Non-OECD (EI),,1998,0.05961472
Non-OECD (EI),,1999,0.06881083
Non-OECD (EI),,2000,0.12956777
Non-OECD (EI),,2001,0.18633193
Non-OECD (EI),,2002,0.25065166
Non-OECD (EI),,2003,0.32454807
Non-OECD (EI),,2004,0.38897195
Non-OECD (EI),,2005,0.4547189
Non-OECD (EI),,2006,0.5934514
Non-OECD (EI),,2007,0.84964883
Non-OECD (EI),,2008,1.0940639
Non-OECD (EI),,2009,1.6932328
Non-OECD (EI),,2010,3.682512
Non-OECD (EI),,2011,13.0752125
Non-OECD (EI),,2012,25.354565
Non-OECD (EI),,2013,49.089535
Non-OECD (EI),,2014,103.49696
Non-OECD (EI),,2015,164.17386
Non-OECD (EI),,2016,264.896
Non-OECD (EI),,2017,444.5429
Non-OECD (EI),,2018,662.4096
Non-OECD (EI),,2019,868.7211
Non-OECD (EI),,2020,1063.2517
Non-OECD (EI),,2021,1347.5859
Non-OECD (EI),,2022,1738.3655
Non-OECD (EI),,2023,2302.3767
North America,,1971,0.0
North America,,1972,0.0
North America,,1973,0.0
North America,,1974,0.0
North America,,1975,0.0
North America,,1976,0.0
North America,,1977,0.0
North America,,1978,0.0
North America,,1979,0.0
North America,,1980,0.0
North America,,1981,0.0
North America,,1982,0.0
North America,,1983,0.008870971
North America,,1984,0.015675027
North America,,1985,0.031750277
North America,,1986,0.041911665
North America,,1987,0.031353053
North America,,1988,0.027162472
North America,,1989,0.7485094
North America,,1990,1.0993936
North America,,1991,1.4201026
North America,,1992,1.2238892
North America,,1993,1.4229462
North America,,1994,1.5048871
North America,,1995,1.547433
North America,,1996,1.6359129
North America,,1997,1.6134607
North America,,1998,1.6019919
North America,,1999,1.5929484
North America,,2000,1.604429
North America,,2001,1.772347
North America,,2002,1.8506677
North America,,2003,1.8667686
North America,,2004,2.087554
North America,,2005,2.2422109
North America,,2006,2.4563715
North America,,2007,3.2258854
North America,,2008,4.7811646
North America,,2009,6.244472
North America,,2010,9.298521
North America,,2011,15.015838
North America,,2012,27.957464
North America,,2013,48.778435
North America,,2014,86.37797
North America,,2015,115.68371
North America,,2016,161.2658
North America,,2017,222.24269
North America,,2018,270.20923
North America,,2019,324.98785
North America,,2020,403.7588
North America,,2021,508.21472
North America,,2022,617.6557
North America,,2023,723.0921
North America (EI),,1971,0.0
North America (EI),,1972,0.0
North America (EI),,1973,0.0
North America (EI),,1974,0.0
North America (EI),,1975,0.0
North America (EI),,1976,0.0
North America (EI),,1977,0.0
North America (EI),,1978,0.0
North America (EI),,1979,0.0
North America (EI),,1980,0.0
North America (EI),,1981,0.0
North America (EI),,1982,0.0
North America (EI),,1983,0.008870971
North America (EI),,1984,0.015675027
North America (EI),,1985,0.031750277
North America (EI),,1986,0.041911665
North America (EI),,1987,0.031353053
North America (EI),,1988,0.027162472
North America (EI),,1989,0.7485094
North America (EI),,1990,1.0993936
North America (EI),,1991,1.4201025
North America (EI),,1992,1.2238891
North America (EI),,1993,1.4229461
North America (EI),,1994,1.5048869
North America (EI),,1995,1.547433
North America (EI),,1996,1.6359127
North America (EI),,1997,1.6134608
North America (EI),,1998,1.6019922
North America (EI),,1999,1.5926497
North America (EI),,2000,1.6024922
North America (EI),,2001,1.7683427
North America (EI),,2002,1.8456796
North America (EI),,2003,1.8602666
North America (EI),,2004,2.078811
North America (EI),,2005,2.2188609
North America (EI),,2006,2.4340506
North America (EI),,2007,3.1963725
North America (EI),,2008,4.740744
North America (EI),,2009,6.177368
North America (EI),,2010,9.1582775
North America (EI),,2011,14.763269
North America (EI),,2012,27.383217
North America (EI),,2013,48.089138
North America (EI),,2014,85.49198
North America (EI),,2015,114.514366
North America (EI),,2016,159.832
North America (EI),,2017,220.40225
North America (EI),,2018,268.0565
North America (EI),,2019,321.63568
North America (EI),,2020,399.60944
North America (EI),,2021,503.24503
North America (EI),,2022,611.48474
North America (EI),,2023,715.1628
North Macedonia,MKD,1990,0.0
North Macedonia,MKD,1991,0.0
North Macedonia,MKD,1992,0.0
North Macedonia,MKD,1993,0.0
North Macedonia,MKD,1994,0.0
North Macedonia,MKD,1995,0.0
North Macedonia,MKD,1996,0.0
North Macedonia,MKD,1997,0.0
North Macedonia,MKD,1998,0.0
North Macedonia,MKD,1999,0.0
North Macedonia,MKD,2000,0.0
North Macedonia,MKD,2001,0.0
North Macedonia,MKD,2002,0.0
North Macedonia,MKD,2003,0.0
North Macedonia,MKD,2004,0.0
North Macedonia,MKD,2005,0.0
North Macedonia,MKD,2006,0.0
North Macedonia,MKD,2007,0.0
North Macedonia,MKD,2008,0.0
North Macedonia,MKD,2009,0.0
North Macedonia,MKD,2010,7.2165e-05
North Macedonia,MKD,2011,0.003235889
North Macedonia,MKD,2012,0.0077761384
North Macedonia,MKD,2013,0.02466775
North Macedonia,MKD,2014,0.038962223
North Macedonia,MKD,2015,0.060861107
North Macedonia,MKD,2016,0.06344583
North Macedonia,MKD,2017,0.063208334
North Macedonia,MKD,2018,0.060290832
North Macedonia,MKD,2019,0.061221663
North Macedonia,MKD,2020,0.06345611
North Macedonia,MKD,2021,0.13344862
North Macedonia,MKD,2022,0.23956443
North Macedonia,MKD,2023,0.7986952
Norway,NOR,1965,0.0
Norway,NOR,1966,0.0
Norway,NOR,1967,0.0
Norway,NOR,1968,0.0
Norway,NOR,1969,0.0
Norway,NOR,1970,0.0
Norway,NOR,1971,0.0
Norway,NOR,1972,0.0
Norway,NOR,1973,0.0
Norway,NOR,1974,0.0
Norway,NOR,1975,0.0
Norway,NOR,1976,0.0
Norway,NOR,1977,0.0
Norway,NOR,1978,0.0
Norway,NOR,1979,0.0
Norway,NOR,1980,0.0
Norway,NOR,1981,0.0
Norway,NOR,1982,0.0
Norway,NOR,1983,0.0
Norway,NOR,1984,0.0
Norway,NOR,1985,0.0
Norway,NOR,1986,0.0
Norway,NOR,1987,0.0
Norway,NOR,1988,0.0
Norway,NOR,1989,0.0
Norway,NOR,1990,0.0
Norway,NOR,1991,0.0
Norway,NOR,1992,0.0
Norway,NOR,1993,0.0
Norway,NOR,1994,0.0
Norway,NOR,1995,0.0
Norway,NOR,1996,0.0
Norway,NOR,1997,0.0
Norway,NOR,1998,0.0
Norway,NOR,1999,0.0
Norway,NOR,2000,0.015672056
Norway,NOR,2001,0.015570277
Norway,NOR,2002,0.015469832
Norway,NOR,2003,0.017980777
Norway,NOR,2004,0.017866248
Norway,NOR,2005,0.017753167
Norway,NOR,2006,0.020202361
Norway,NOR,2007,0.020076111
Norway,NOR,2008,0.020794416
Norway,NOR,2009,0.021503888
Norway,NOR,2010,0.022482194
Norway,NOR,2011,0.023448555
Norway,NOR,2012,0.024403222
Norway,NOR,2013,0.026709082
Norway,NOR,2014,0.031425554
Norway,NOR,2015,0.036085833
Norway,NOR,2016,0.06371361
Norway,NOR,2017,0.10634778
Norway,NOR,2018,0.16106139
Norway,NOR,2019,0.27682972
Norway,NOR,2020,0.35108638
Norway,NOR,2021,0.4497222
Norway,NOR,2022,0.78131855
Norway,NOR,2023,1.3389578
OECD (EI),,1965,0.0
OECD (EI),,1966,0.0
OECD (EI),,1967,0.0
OECD (EI),,1968,0.0
OECD (EI),,1969,0.0
OECD (EI),,1970,0.0
OECD (EI),,1971,0.0
OECD (EI),,1972,0.0
OECD (EI),,1973,0.0
OECD (EI),,1974,0.0
OECD (EI),,1975,0.0
OECD (EI),,1976,0.0
OECD (EI),,1977,0.0
OECD (EI),,1978,0.0
OECD (EI),,1979,0.0
OECD (EI),,1980,0.0
OECD (EI),,1981,0.0
OECD (EI),,1982,0.0
OECD (EI),,1983,0.008870971
OECD (EI),,1984,0.018661888
OECD (EI),,1985,0.03473722
OECD (EI),,1986,0.04489833
OECD (EI),,1987,0.031353053
OECD (EI),,1988,0.030149443
OECD (EI),,1989,0.77539134
OECD (EI),,1990,1.1421368
OECD (EI),,1991,1.4880247
OECD (EI),,1992,1.3707982
OECD (EI),,1993,1.6342378
OECD (EI),,1994,1.7504338
OECD (EI),,1995,1.8653891
OECD (EI),,1996,2.022963
OECD (EI),,1997,2.1660838
OECD (EI),,1998,2.3410227
OECD (EI),,1999,2.6081154
OECD (EI),,2000,2.9993148
OECD (EI),,2001,3.9917295
OECD (EI),,2002,4.9952865
OECD (EI),,2003,6.2093935
OECD (EI),,2004,8.165891
OECD (EI),,2005,11.523741
OECD (EI),,2006,15.785567
OECD (EI),,2007,21.227013
OECD (EI),,2008,34.54534
OECD (EI),,2009,57.126266
OECD (EI),,2010,90.409836
OECD (EI),,2011,168.17865
OECD (EI),,2012,252.99405
OECD (EI),,2013,328.70166
OECD (EI),,2014,430.99396
OECD (EI),,2015,525.2491
OECD (EI),,2016,614.22943
OECD (EI),,2017,740.5552
OECD (EI),,2018,858.10443
OECD (EI),,2019,990.8755
OECD (EI),,2020,1182.0165
OECD (EI),,2021,1404.1675
OECD (EI),,2022,1708.042
OECD (EI),,2023,1961.8846
Oceania,,1965,0.0
Oceania,,1966,0.0
Oceania,,1967,0.0
Oceania,,1968,0.0
Oceania,,1969,0.0
Oceania,,1970,0.0
Oceania,,1971,0.0
Oceania,,1972,0.0
Oceania,,1973,0.0
Oceania,,1974,0.0
Oceania,,1975,0.0
Oceania,,1976,0.0
Oceania,,1977,0.0
Oceania,,1978,0.0
Oceania,,1979,0.0
Oceania,,1980,0.0
Oceania,,1981,0.0
Oceania,,1982,0.0
Oceania,,1983,0.0
Oceania,,1984,0.0
Oceania,,1985,0.0
Oceania,,1986,0.0
Oceania,,1987,0.0
Oceania,,1988,0.0
Oceania,,1989,0.0
Oceania,,1990,0.0
Oceania,,1991,0.016115583
Oceania,,1992,0.035779443
Oceania,,1993,0.043171942
Oceania,,1994,0.051451664
Oceania,,1995,0.06254028
Oceania,,1996,0.07569888
Oceania,,1997,0.090631664
Oceania,,1998,0.10526888
Oceania,,1999,0.12005389
Oceania,,2000,0.13823916
Oceania,,2001,0.15908112
Oceania,,2002,0.17016806
Oceania,,2003,0.18328777
Oceania,,2004,0.21021637
Oceania,,2005,0.24067
Oceania,,2006,0.27742696
Oceania,,2007,0.33127254
Oceania,,2008,0.40087047
Oceania,,2009,0.82058793
Oceania,,2010,2.7241662
Oceania,,2011,5.651582
Oceania,,2012,6.6267724
Oceania,,2013,10.504038
Oceania,,2014,13.466377
Oceania,,2015,16.783497
Oceania,,2016,20.068485
Oceania,,2017,23.937553
Oceania,,2018,32.89408
Oceania,,2019,48.566803
Oceania,,2020,63.046
Oceania,,2021,82.169495
Oceania,,2022,98.61464
Oceania,,2023,117.856544
Oman,OMN,1971,0.0
Oman,OMN,1972,0.0
Oman,OMN,1973,0.0
Oman,OMN,1974,0.0
Oman,OMN,1975,0.0
Oman,OMN,1976,0.0
Oman,OMN,1977,0.0
Oman,OMN,1978,0.0
Oman,OMN,1979,0.0
Oman,OMN,1980,0.0
Oman,OMN,1981,0.0
Oman,OMN,1982,0.0
Oman,OMN,1983,0.0
Oman,OMN,1984,0.0
Oman,OMN,1985,0.0
Oman,OMN,1986,0.0
Oman,OMN,1987,0.0
Oman,OMN,1988,0.0
Oman,OMN,1989,0.0
Oman,OMN,1990,0.0
Oman,OMN,1991,0.0
Oman,OMN,1992,0.0
Oman,OMN,1993,0.0
Oman,OMN,1994,0.0
Oman,OMN,1995,0.0
Oman,OMN,1996,0.0
Oman,OMN,1997,0.0
Oman,OMN,1998,0.0
Oman,OMN,1999,0.0
Oman,OMN,2000,0.0
Oman,OMN,2001,0.0
Oman,OMN,2002,0.0
Oman,OMN,2003,0.0
Oman,OMN,2004,0.0
Oman,OMN,2005,0.0
Oman,OMN,2006,0.0
Oman,OMN,2007,0.0
Oman,OMN,2008,0.0
Oman,OMN,2009,0.0
Oman,OMN,2010,0.0
Oman,OMN,2011,0.0
Oman,OMN,2012,0.0
Oman,OMN,2013,0.0032704999
Oman,OMN,2014,0.0032509165
Oman,OMN,2015,0.0099639995
Oman,OMN,2016,0.01123286
Oman,OMN,2017,0.04140972
Oman,OMN,2018,0.04156972
Oman,OMN,2019,0.04363861
Oman,OMN,2020,0.14618444
Oman,OMN,2021,1.7885588
Oman,OMN,2022,3.7621737
Oman,OMN,2023,3.8457801
Pakistan,PAK,1971,0.0
Pakistan,PAK,1972,0.0
Pakistan,PAK,1973,0.0
Pakistan,PAK,1974,0.0
Pakistan,PAK,1975,0.0
Pakistan,PAK,1976,0.0
Pakistan,PAK,1977,0.0
Pakistan,PAK,1978,0.0
Pakistan,PAK,1979,0.0
Pakistan,PAK,1980,0.0
Pakistan,PAK,1981,0.0
Pakistan,PAK,1982,0.0
Pakistan,PAK,1983,0.0
Pakistan,PAK,1984,0.0
Pakistan,PAK,1985,0.0
Pakistan,PAK,1986,0.0
Pakistan,PAK,1987,0.0
Pakistan,PAK,1988,0.0
Pakistan,PAK,1989,0.0
Pakistan,PAK,1990,0.0
Pakistan,PAK,1991,0.0
Pakistan,PAK,1992,0.0
Pakistan,PAK,1993,0.0
Pakistan,PAK,1994,0.0
Pakistan,PAK,1995,0.0
Pakistan,PAK,1996,0.0
Pakistan,PAK,1997,0.0
Pakistan,PAK,1998,0.0
Pakistan,PAK,1999,0.0
Pakistan,PAK,2000,0.0
Pakistan,PAK,2001,0.0
Pakistan,PAK,2002,0.0
Pakistan,PAK,2003,0.0
Pakistan,PAK,2004,0.0
Pakistan,PAK,2005,0.0
Pakistan,PAK,2006,0.0
Pakistan,PAK,2007,0.00057118054
Pakistan,PAK,2008,0.004614111
Pakistan,PAK,2009,0.026824
Pakistan,PAK,2010,0.037070554
Pakistan,PAK,2011,0.074014716
Pakistan,PAK,2012,0.18076749
Pakistan,PAK,2013,0.39504388
Pakistan,PAK,2014,0.6450958
Pakistan,PAK,2015,1.0282763
Pakistan,PAK,2016,1.1989958
Pakistan,PAK,2017,1.7532399
Pakistan,PAK,2018,1.9123317
Pakistan,PAK,2019,1.8457997
Pakistan,PAK,2020,1.8644038
Pakistan,PAK,2021,1.8775741
Pakistan,PAK,2022,2.2044942
Pakistan,PAK,2023,3.2027752
Peru,PER,1971,0.0
Peru,PER,1972,0.0
Peru,PER,1973,0.0
Peru,PER,1974,0.0
Peru,PER,1975,0.0
Peru,PER,1976,0.0
Peru,PER,1977,0.0
Peru,PER,1978,0.0
Peru,PER,1979,0.0
Peru,PER,1980,0.0
Peru,PER,1981,0.0
Peru,PER,1982,0.0
Peru,PER,1983,0.0
Peru,PER,1984,0.0
Peru,PER,1985,0.0
Peru,PER,1986,0.0
Peru,PER,1987,0.0
Peru,PER,1988,0.0
Peru,PER,1989,0.0
Peru,PER,1990,0.0
Peru,PER,1991,0.0
Peru,PER,1992,0.0
Peru,PER,1993,0.0
Peru,PER,1994,0.0
Peru,PER,2012,0.1636936
Peru,PER,2013,0.53663474
Peru,PER,2014,0.5399233
Peru,PER,2015,0.6200714
Peru,PER,2016,0.64516604
Peru,PER,2017,0.8774886
Peru,PER,2018,2.1078508
Peru,PER,2019,2.1955013
Peru,PER,2020,2.247053
Peru,PER,2021,2.3230858
Peru,PER,2022,2.3703094
Peru,PER,2023,2.7514117
Philippines,PHL,1965,0.0
Philippines,PHL,1966,0.0
Philippines,PHL,1967,0.0
Philippines,PHL,1968,0.0
Philippines,PHL,1969,0.0
Philippines,PHL,1970,0.0
Philippines,PHL,1971,0.0
Philippines,PHL,1972,0.0
Philippines,PHL,1973,0.0
Philippines,PHL,1974,0.0
Philippines,PHL,1975,0.0
Philippines,PHL,1976,0.0
Philippines,PHL,1977,0.0
Philippines,PHL,1978,0.0
Philippines,PHL,1979,0.0
Philippines,PHL,1980,0.0
Philippines,PHL,1981,0.0
Philippines,PHL,1982,0.0
Philippines,PHL,1983,0.0
Philippines,PHL,1984,0.0
Philippines,PHL,1985,0.0
Philippines,PHL,1986,0.0
Philippines,PHL,1987,0.0
Philippines,PHL,1988,0.0
Philippines,PHL,1989,0.0
